,date,time,ticket_number,article,Quantity,unit_price,retour
233899,2021*10*07,10:45,213205.0,BOULE 200G,1.0,"1,10 €",False
233900,2021*10*07,10:45,213205.0,BANETTE,1.0,"1,05 €",False
233901,2021*10*07,10:45,213205.0,COUPE,1.0,"0,15 €",False
233904,2021*10*07,10:46,213206.0,CEREAL BAGUETTE,1.0,"1,25 €",False
233905,2021*10*07,10:46,213206.0,QUIM BREAD,1.0,"1,00 €",False
233908,2021*10*07,10:46,213207.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233911,2021*10*07,10:48,213208.0,PAIN CHOCO AMANDES,1.0,"1,50 €",False
233914,2021*10*07,10:51,213209.0,PAIN CHOCO AMANDES,1.0,"1,50 €",False
233915,2021*10*07,10:51,213209.0,CROISSANT,1.0,"1,10 €",False
233916,2021*10*07,10:51,213209.0,TARTELETTE,1.0,"2,00 €",False
233919,2021*10*07,10:52,213210.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233922,2021*10*07,11:01,213211.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233923,2021*10*07,11:01,213211.0,PAIN BANETTE,1.0,"1,40 €",False
233926,2021*10*07,11:02,213212.0,BOULE 400G,1.0,"1,50 €",False
233927,2021*10*07,11:02,213212.0,COUPE,1.0,"0,15 €",False
233928,2021*10*07,11:02,213212.0,SEIGLE,1.0,"1,80 €",False
233929,2021*10*07,11:02,213212.0,COUPE,1.0,"0,15 €",False
233932,2021*10*07,11:04,213213.0,BANETTE,1.0,"1,05 €",False
233935,2021*10*07,11:04,213214.0,BANETTE,1.0,"1,05 €",False
233938,2021*10*07,11:04,213215.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233941,2021*10*07,11:08,213216.0,SPECIAL BREAD KG,1.0,"4,80 €",False
233944,2021*10*07,11:08,213217.0,BAGUETTE,2.0,"0,90 €",False
233945,2021*10*07,11:08,213217.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
233948,2021*10*07,11:14,213218.0,BANETTE,1.0,"1,05 €",False
233951,2021*10*07,11:14,213219.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
233954,2021*10*07,11:14,213220.0,BOULE 400G,1.0,"1,50 €",False
233955,2021*10*07,11:14,213220.0,COUPE,1.0,"0,15 €",False
233958,2021*10*07,11:22,213221.0,BOULE 400G,1.0,"1,50 €",False
233959,2021*10*07,11:22,213221.0,BANETTE,3.0,"1,05 €",False
233960,2021*10*07,11:22,213221.0,COUPE,1.0,"0,15 €",False
233963,2021*10*07,11:24,213222.0,BANETTINE,1.0,"0,60 €",False
233964,2021*10*07,11:24,213222.0,BAGUETTE,1.0,"0,90 €",False
233967,2021*10*07,11:25,213223.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233968,2021*10*07,11:25,213223.0,BANETTE,1.0,"1,05 €",False
233969,2021*10*07,11:25,213223.0,BAGUETTE,1.0,"0,90 €",False
233972,2021*10*07,11:27,213224.0,FORMULE SANDWICH,1.0,"6,50 €",False
233975,2021*10*07,11:28,213225.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233978,2021*10*07,11:28,213226.0,FINANCIER X5,1.0,"3,00 €",False
233979,2021*10*07,11:28,213226.0,BAGUETTE,1.0,"0,90 €",False
233982,2021*10*07,11:32,213227.0,SANDWICH COMPLET,1.0,"4,50 €",False
233985,2021*10*07,11:35,213228.0,FLAN,4.0,"2,00 €",False
233986,2021*10*07,11:35,213228.0,SPECIAL BREAD,1.0,"2,40 €",False
233987,2021*10*07,11:35,213228.0,COUPE,1.0,"0,15 €",False
233990,2021*10*07,11:37,213229.0,COMPLET,1.0,"1,50 €",False
233991,2021*10*07,11:37,213229.0,COUPE,1.0,"0,15 €",False
233994,2021*10*07,11:38,213230.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233997,2021*10*07,11:40,213231.0,COUPE,1.0,"0,15 €",False
233998,2021*10*07,11:40,213231.0,MOISSON,1.0,"2,00 €",False
234001,2021*10*07,11:42,213232.0,BANETTE,1.0,"1,05 €",False
234004,2021*10*07,11:43,213233.0,SANDWICH COMPLET,1.0,"4,50 €",False
234007,2021*10*07,11:43,213234.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
234010,2021*10*07,11:49,213235.0,BANETTE,1.0,"1,05 €",False
234013,2021*10*07,11:51,213236.0,FORMULE SANDWICH,1.0,"6,50 €",False
234016,2021*10*07,11:59,213237.0,BAGUETTE,1.0,"0,90 €",False
234019,2021*10*07,11:59,213238.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
234020,2021*10*07,11:59,213238.0,GRAND FAR BRETON,2.0,"7,00 €",False
234021,2021*10*07,11:59,213238.0,PAIN BANETTE,1.0,"1,40 €",False
234024,2021*10*07,12:06,213239.0,PARIS BREST,2.0,"2,00 €",False
234025,2021*10*07,12:06,213239.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234028,2021*10*07,12:06,213240.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234031,2021*10*07,12:11,213241.0,CAMPAGNE,1.0,"1,80 €",False
234032,2021*10*07,12:11,213241.0,COUPE,1.0,"0,15 €",False
234033,2021*10*07,12:11,213241.0,COUPE,1.0,"0,15 €",False
234034,2021*10*07,12:11,213241.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234035,2021*10*07,12:11,213241.0,BOULE 400G,1.0,"1,50 €",False
234038,2021*10*07,12:13,213242.0,BANETTE,1.0,"1,05 €",False
234041,2021*10*07,12:14,213243.0,TRAITEUR,1.0,"8,00 €",False
234044,2021*10*07,12:16,213244.0,COUPE,1.0,"0,15 €",False
234045,2021*10*07,12:16,213244.0,CAMPAGNE,1.0,"1,80 €",False
234046,2021*10*07,12:16,213244.0,BANETTE,2.0,"1,05 €",False
234049,2021*10*07,12:16,213245.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
234052,2021*10*07,12:23,213246.0,TRAITEUR,1.0,"8,00 €",False
234055,2021*10*07,12:23,213247.0,FORMULE SANDWICH,1.0,"6,50 €",False
234058,2021*10*07,12:26,213248.0,BAGUETTE,1.0,"0,90 €",False
234059,2021*10*07,12:26,213248.0,SPECIAL BREAD,1.0,"2,40 €",False
234062,2021*10*07,12:29,213249.0,BAGUETTE,1.0,"0,90 €",False
234065,2021*10*07,12:30,213250.0,SANDWICH COMPLET,1.0,"4,50 €",False
234066,2021*10*07,12:30,213250.0,SAND JB EMMENTAL,1.0,"3,50 €",False
234067,2021*10*07,12:30,213250.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
234070,2021*10*07,12:31,213251.0,FORMULE SANDWICH,2.0,"6,50 €",False
234073,2021*10*07,12:32,213252.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234076,2021*10*07,12:32,213253.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234079,2021*10*07,12:33,213254.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234080,2021*10*07,12:33,213254.0,PARIS BREST,1.0,"2,00 €",False
234081,2021*10*07,12:33,213254.0,TARTELETTE,1.0,"2,00 €",False
234084,2021*10*07,12:34,213255.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
234087,2021*10*07,12:41,213256.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234090,2021*10*07,12:43,213257.0,SAND JB EMMENTAL,1.0,"3,50 €",False
234093,2021*10*07,12:48,213258.0,TRAITEUR,1.0,"8,50 €",False
234096,2021*10*07,12:49,213259.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234099,2021*10*07,12:53,213260.0,SANDWICH COMPLET,1.0,"4,50 €",False
234102,2021*10*07,12:56,213261.0,BAGUETTE,1.0,"0,90 €",False
234105,2021*10*07,12:59,213262.0,TARTELETTE,5.0,"2,00 €",False
234106,2021*10*07,12:59,213262.0,TROPEZIENNE,2.0,"2,00 €",False
234109,2021*10*07,13:01,213263.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
234114,2021*10*07,16:15,213265.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
234117,2021*10*07,16:22,213266.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
234118,2021*10*07,16:22,213266.0,COOKIE,1.0,"1,00 €",False
234121,2021*10*07,16:39,213267.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234124,2021*10*07,16:40,213268.0,COOKIE,1.0,"1,00 €",False
234127,2021*10*07,16:41,213269.0,TRADITIONAL BAGUETTE,6.0,"1,20 €",False
234128,2021*10*07,16:41,213269.0,PAIN CHOCO AMANDES,1.0,"1,50 €",False
234129,2021*10*07,16:41,213269.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
234130,2021*10*07,16:41,213269.0,CROISSANT,2.0,"1,10 €",False
234133,2021*10*07,16:47,213270.0,PT NANTAIS,1.0,"3,00 €",False
234134,2021*10*07,16:47,213270.0,CROISSANT AMANDES,1.0,"1,40 €",False
234135,2021*10*07,16:47,213270.0,COOKIE,2.0,"1,00 €",False
234136,2021*10*07,16:47,213270.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234139,2021*10*07,16:51,213271.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234142,2021*10*07,16:54,213272.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234145,2021*10*07,16:58,213273.0,COOKIE,1.0,"1,00 €",False
234146,2021*10*07,16:58,213273.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234147,2021*10*07,16:58,213273.0,KOUIGN AMANN,2.0,"2,10 €",False
234148,2021*10*07,16:58,213273.0,TARTELETTE,1.0,"2,00 €",False
234151,2021*10*07,17:01,213274.0,CROISSANT AMANDES,1.0,"1,40 €",False
234152,2021*10*07,17:01,213274.0,PAIN CHOCO AMANDES,1.0,"1,50 €",False
234153,2021*10*07,17:01,213274.0,CAFE OU EAU,1.0,"1,00 €",False
234156,2021*10*07,17:04,213275.0,PAIN BANETTE,1.0,"1,40 €",False
234159,2021*10*07,17:10,213276.0,CAMPAGNE,1.0,"1,80 €",False
234160,2021*10*07,17:10,213276.0,COUPE,1.0,"0,15 €",False
234163,2021*10*07,17:12,213277.0,BAGUETTE,1.0,"0,90 €",False
234166,2021*10*07,17:13,213278.0,COUPE,1.0,"0,15 €",False
234167,2021*10*07,17:13,213278.0,BOULE POLKA,1.0,"1,60 €",False
234168,2021*10*07,17:13,213278.0,PARIS BREST,1.0,"2,00 €",False
234169,2021*10*07,17:13,213278.0,TROPEZIENNE,2.0,"2,00 €",False
234172,2021*10*07,17:16,213279.0,COUPE,1.0,"0,15 €",False
234173,2021*10*07,17:16,213279.0,COMPLET,1.0,"1,50 €",False
234174,2021*10*07,17:16,213279.0,FINANCIER X5,1.0,"3,00 €",False
234177,2021*10*07,17:18,213280.0,CROISSANT,1.0,"1,10 €",False
234178,2021*10*07,17:18,213280.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234179,2021*10*07,17:18,213280.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
234182,2021*10*07,17:19,213281.0,CHAUSSON AUX POMMES,1.0,"1,40 €",False
234183,2021*10*07,17:19,213281.0,CROISSANT AMANDES,1.0,"1,40 €",False
234186,2021*10*07,17:22,213282.0,BANETTE,1.0,"1,05 €",False
234189,2021*10*07,17:27,213283.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
234190,2021*10*07,17:27,213283.0,COOKIE,1.0,"1,00 €",False
234193,2021*10*07,17:28,213284.0,PAIN BANETTE,1.0,"1,40 €",False
234196,2021*10*07,17:30,213285.0,BAGUETTE,6.0,"0,90 €",False
234199,2021*10*07,17:35,213286.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234202,2021*10*07,17:48,213287.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234205,2021*10*07,17:49,213288.0,COUPE,1.0,"0,15 €",False
234206,2021*10*07,17:49,213288.0,SEIGLE,1.0,"1,80 €",False
234209,2021*10*07,17:50,213289.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234212,2021*10*07,17:57,213290.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234215,2021*10*07,17:59,213291.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
234216,2021*10*07,17:59,213291.0,GRANDE SUCETTE,1.0,"0,60 €",False
234219,2021*10*07,18:01,213292.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234222,2021*10*07,18:07,213293.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234225,2021*10*07,18:08,213294.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
234228,2021*10*07,18:23,213295.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234231,2021*10*07,18:24,213296.0,COMPLET,1.0,"1,50 €",False
234232,2021*10*07,18:24,213296.0,SEIGLE,1.0,"1,80 €",False
234235,2021*10*07,18:26,213297.0,TARTELETTE,1.0,"2,00 €",False
234236,2021*10*07,18:26,213297.0,PAIN CHOCO AMANDES,1.0,"1,50 €",False
234239,2021*10*07,18:26,213298.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234240,2021*10*07,18:26,213298.0,CEREAL BAGUETTE,1.0,"1,25 €",False
234243,2021*10*07,18:48,213299.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234246,2021*10*07,18:50,213300.0,BOULE 200G,1.0,"1,10 €",False
234247,2021*10*07,18:50,213300.0,COUPE,1.0,"0,15 €",False
234250,2021*10*07,18:52,213301.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
234253,2021*10*07,18:58,213302.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234256,2021*10*07,19:02,213303.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
234261,2021*10*08,07:44,213305.0,SANDWICH COMPLET,1.0,"4,50 €",False
234262,2021*10*08,07:44,213305.0,SAND JB EMMENTAL,2.0,"3,50 €",False
234263,2021*10*08,07:44,213305.0,BOISSON 33CL,1.0,"1,50 €",False
234264,2021*10*08,07:44,213305.0,FORMULE SANDWICH,1.0,"6,50 €",False
234267,2021*10*08,07:47,213306.0,CROISSANT,2.0,"1,10 €",False
234268,2021*10*08,07:47,213306.0,BOISSON 33CL,1.0,"1,50 €",False
234271,2021*10*08,07:49,213307.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234272,2021*10*08,07:49,213307.0,CROISSANT,1.0,"1,10 €",False
234273,2021*10*08,07:49,213307.0,BANETTINE,1.0,"0,60 €",False
234276,2021*10*08,07:50,213308.0,BAGUETTE,1.0,"0,90 €",False
234277,2021*10*08,07:50,213308.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
234280,2021*10*08,07:58,213309.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
234281,2021*10*08,07:58,213309.0,COOKIE,1.0,"1,00 €",False
234282,2021*10*08,07:58,213309.0,CROISSANT AMANDES,2.0,"1,40 €",False
234283,2021*10*08,07:58,213309.0,DIVERS BOULANGERIE,1.0,"2,00 €",False
234286,2021*10*08,08:00,213310.0,CAMPAGNE,1.0,"1,80 €",False
234287,2021*10*08,08:00,213310.0,COMPLET,1.0,"1,50 €",False
234290,2021*10*08,08:06,213311.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
234293,2021*10*08,08:16,213312.0,PAIN AU CHOCOLAT,3.0,"1,20 €",False
234296,2021*10*08,08:21,213313.0,DEMI BAGUETTE,1.0,"0,45 €",False
234297,2021*10*08,08:21,213313.0,SAND JB EMMENTAL,2.0,"3,50 €",False
234298,2021*10*08,08:21,213313.0,BAGUETTE,1.0,"0,90 €",False
234301,2021*10*08,08:22,213314.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
234304,2021*10*08,08:24,213315.0,CROISSANT,4.0,"1,10 €",False
234305,2021*10*08,08:24,213315.0,BANETTE,2.0,"1,05 €",False
234308,2021*10*08,08:27,213316.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
234309,2021*10*08,08:27,213316.0,BAGUETTE,1.0,"0,90 €",False
234310,2021*10*08,08:27,213316.0,PAIN CHOCO AMANDES,1.0,"1,50 €",False
234313,2021*10*08,08:30,213317.0,COUPE,1.0,"0,15 €",False
234314,2021*10*08,08:30,213317.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234315,2021*10*08,08:30,213317.0,CAMPAGNE,1.0,"1,80 €",False
234316,2021*10*08,08:30,213317.0,BAGUETTE,1.0,"0,90 €",False
234319,2021*10*08,08:38,213318.0,SANDWICH COMPLET,1.0,"4,50 €",False
234322,2021*10*08,08:40,213319.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234323,2021*10*08,08:40,213319.0,PAIN AU CHOCOLAT,3.0,"1,20 €",False
234324,2021*10*08,08:40,213319.0,BANETTINE,1.0,"0,60 €",False
234327,2021*10*08,08:40,213320.0,BRIOCHE,1.0,"5,00 €",False
234328,2021*10*08,08:40,213320.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234331,2021*10*08,08:43,213321.0,BAGUETTE,1.0,"0,90 €",False
234332,2021*10*08,08:43,213321.0,COUPE,1.0,"0,15 €",False
234333,2021*10*08,08:43,213321.0,BOULE 200G,1.0,"1,10 €",False
234336,2021*10*08,08:48,213322.0,CROISSANT,2.0,"1,10 €",False
234337,2021*10*08,08:48,213322.0,BAGUETTE,2.0,"0,90 €",False
234338,2021*10*08,08:48,213322.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
234341,2021*10*08,08:49,213323.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234344,2021*10*08,08:52,213324.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
234345,2021*10*08,08:52,213324.0,CROISSANT,1.0,"1,10 €",False
234348,2021*10*08,08:52,213325.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234351,2021*10*08,08:52,213326.0,BAGUETTE,1.0,"0,90 €",False
234352,2021*10*08,08:52,213326.0,CROISSANT,1.0,"1,10 €",False
234353,2021*10*08,08:52,213326.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
234356,2021*10*08,08:54,213327.0,BAGUETTE,2.0,"0,90 €",False
234359,2021*10*08,08:59,213328.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234362,2021*10*08,09:12,213329.0,BANETTINE,1.0,"0,60 €",False
234365,2021*10*08,09:13,213330.0,CROISSANT AMANDES,1.0,"1,40 €",False
234368,2021*10*08,09:20,213331.0,COUPE,1.0,"0,15 €",False
234369,2021*10*08,09:20,213331.0,SANDWICH COMPLET,2.0,"4,50 €",False
234370,2021*10*08,09:20,213331.0,BOULE 400G,1.0,"1,50 €",False
234371,2021*10*08,09:20,213331.0,BAGUETTE,1.0,"0,90 €",False
234372,2021*10*08,09:20,213331.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234375,2021*10*08,09:22,213332.0,PAIN CHOCO AMANDES,1.0,"1,50 €",False
234378,2021*10*08,09:29,213333.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234379,2021*10*08,09:29,213333.0,BANETTINE,1.0,"0,60 €",False
234382,2021*10*08,09:33,213334.0,BOULE POLKA,1.0,"1,60 €",False
234383,2021*10*08,09:33,213334.0,COUPE,1.0,"0,15 €",False
234386,2021*10*08,09:37,213335.0,BAGUETTE,1.0,"0,90 €",False
234389,2021*10*08,09:38,213336.0,COUPE,1.0,"0,15 €",False
234390,2021*10*08,09:38,213336.0,SPECIAL BREAD,1.0,"2,40 €",False
234393,2021*10*08,09:39,213337.0,SPECIAL BREAD,1.0,"2,40 €",False
234396,2021*10*08,09:39,213338.0,BOULE 400G,1.0,"1,50 €",False
234399,2021*10*08,09:43,213339.0,BAGUETTE,1.0,"0,90 €",False
234400,2021*10*08,09:43,213339.0,PAIN AUX RAISINS,1.0,"1,40 €",False
234401,2021*10*08,09:43,213339.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234404,2021*10*08,09:47,213340.0,COMPLET,1.0,"1,50 €",False
234405,2021*10*08,09:47,213340.0,COUPE,1.0,"0,15 €",False
234406,2021*10*08,09:47,213340.0,TRADITIONAL BAGUETTE,5.0,"1,20 €",False
234407,2021*10*08,09:47,213340.0,COUPE,1.0,"0,15 €",False
234408,2021*10*08,09:47,213340.0,MOISSON,1.0,"2,00 €",False
234411,2021*10*08,09:48,213341.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
234414,2021*10*08,09:51,213342.0,CEREAL BAGUETTE,3.0,"1,25 €",False
234415,2021*10*08,09:51,213342.0,COUPE,1.0,"0,15 €",False
234416,2021*10*08,09:51,213342.0,TARTE FRUITS 6P,1.0,"12,00 €",False
234417,2021*10*08,09:51,213342.0,COUPE,2.0,"0,15 €",False
234418,2021*10*08,09:51,213342.0,MOISSON,1.0,"2,00 €",False
234419,2021*10*08,09:51,213342.0,VIK BREAD,2.0,"2,50 €",False
234422,2021*10*08,09:52,213343.0,BANETTINE,1.0,"0,60 €",False
234423,2021*10*08,09:52,213343.0,TRAITEUR,1.0,"6,50 €",False
234424,2021*10*08,09:52,213343.0,FLAN ABRICOT,1.0,"2,10 €",False
234425,2021*10*08,09:52,213343.0,TRAITEUR,1.0,"7,50 €",False
234426,2021*10*08,09:52,213343.0,TARTELETTE,1.0,"2,00 €",False
234429,2021*10*08,09:56,213344.0,FORMULE SANDWICH,1.0,"6,50 €",False
234432,2021*10*08,09:56,213345.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234435,2021*10*08,09:57,213346.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234438,2021*10*08,09:57,213347.0,TRAITEUR,1.0,"6,50 €",False
234441,2021*10*08,09:58,213348.0,TRADITIONAL BAGUETTE,7.0,"1,20 €",False
234444,2021*10*08,10:01,213349.0,BOULE 200G,1.0,"1,10 €",False
234445,2021*10*08,10:01,213349.0,COUPE,1.0,"0,15 €",False
234448,2021*10*08,10:02,213350.0,PAIN BANETTE,1.0,"1,40 €",False
234451,2021*10*08,10:04,213351.0,BAGUETTE,1.0,"0,90 €",False
234454,2021*10*08,10:04,213352.0,PAIN,2.0,"1,15 €",False
234457,2021*10*08,10:06,213353.0,COUPE,1.0,"0,15 €",False
234458,2021*10*08,10:06,213353.0,SPECIAL BREAD,1.0,"2,40 €",False
234459,2021*10*08,10:06,213353.0,PAIN AUX RAISINS,1.0,"1,40 €",False
234462,2021*10*08,10:07,213354.0,MOISSON,1.0,"2,00 €",False
234463,2021*10*08,10:07,213354.0,VIK BREAD,1.0,"2,50 €",False
234464,2021*10*08,10:07,213354.0,COMPLET,1.0,"1,50 €",False
234465,2021*10*08,10:07,213354.0,COUPE,3.0,"0,15 €",False
234468,2021*10*08,10:11,213355.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234469,2021*10*08,10:11,213355.0,COUPE,1.0,"0,15 €",False
234470,2021*10*08,10:11,213355.0,VIK BREAD,1.0,"2,50 €",False
234473,2021*10*08,10:12,213356.0,GRAND FAR BRETON,1.0,"7,00 €",False
234474,2021*10*08,10:12,213356.0,TRADITIONAL BAGUETTE,5.0,"1,20 €",False
234477,2021*10*08,10:13,213357.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
234478,2021*10*08,10:13,213357.0,SPECIAL BREAD,1.0,"2,40 €",False
234481,2021*10*08,10:14,213358.0,TARTELETTE,2.0,"2,00 €",False
234482,2021*10*08,10:14,213358.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234483,2021*10*08,10:14,213358.0,MILLES FEUILLES,2.0,"2,00 €",False
234484,2021*10*08,10:14,213358.0,BANETTE,1.0,"1,05 €",False
234487,2021*10*08,10:16,213359.0,SEIGLE,1.0,"1,80 €",False
234488,2021*10*08,10:16,213359.0,COUPE,1.0,"0,15 €",False
234489,2021*10*08,10:16,213359.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234492,2021*10*08,10:17,213360.0,FORMULE SANDWICH,1.0,"6,50 €",False
234493,2021*10*08,10:17,213360.0,PAIN CHOCO AMANDES,2.0,"1,50 €",False
234494,2021*10*08,10:17,213360.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
234497,2021*10*08,10:18,213361.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
234500,2021*10*08,10:22,213362.0,BANETTE,1.0,"1,05 €",False
234503,2021*10*08,10:24,213363.0,COUPE,1.0,"0,15 €",False
234504,2021*10*08,10:24,213363.0,COMPLET,1.0,"1,50 €",False
234507,2021*10*08,10:25,213364.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
234510,2021*10*08,10:26,213365.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234513,2021*10*08,10:31,213366.0,COMPLET,1.0,"1,50 €",False
234514,2021*10*08,10:31,213366.0,TRADITIONAL BAGUETTE,5.0,"1,20 €",False
234517,2021*10*08,10:33,213367.0,FORMULE SANDWICH,1.0,"6,50 €",False
234520,2021*10*08,10:39,213368.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
234523,2021*10*08,10:44,213369.0,BANETTE,1.0,"1,05 €",False
234526,2021*10*08,10:46,213370.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
234529,2021*10*08,10:47,213371.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234532,2021*10*08,10:54,213372.0,CAFE OU EAU,3.0,"1,00 €",False
234533,2021*10*08,10:54,213372.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
234536,2021*10*08,10:57,213373.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234539,2021*10*08,10:57,213374.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234542,2021*10*08,10:57,213375.0,FICELLE,1.0,"0,60 €",False
234545,2021*10*08,10:57,213376.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234548,2021*10*08,10:57,213377.0,BANETTE,2.0,"1,05 €",False
234551,2021*10*08,11:01,213378.0,BOULE 400G,1.0,"1,50 €",False
234554,2021*10*08,11:03,213379.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234557,2021*10*08,11:04,213380.0,PAIN BANETTE,1.0,"1,40 €",False
234560,2021*10*08,11:11,213381.0,COUPE,1.0,"0,15 €",False
234561,2021*10*08,11:11,213381.0,CAMPAGNE,1.0,"1,80 €",False
234564,2021*10*08,11:12,213382.0,PAIN AU CHOCOLAT,5.0,"1,20 €",False
234565,2021*10*08,11:12,213382.0,CROISSANT,5.0,"1,10 €",False
234566,2021*10*08,11:12,213382.0,BAGUETTE,2.0,"0,90 €",False
234569,2021*10*08,11:13,213383.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234572,2021*10*08,11:13,213384.0,CEREAL BAGUETTE,1.0,"1,25 €",False
234573,2021*10*08,11:13,213384.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234576,2021*10*08,11:16,213385.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
234579,2021*10*08,11:17,213386.0,PAIN BANETTE,1.0,"1,40 €",False
234582,2021*10*08,11:18,213387.0,COUPE,1.0,"0,15 €",False
234583,2021*10*08,11:18,213387.0,BOULE 200G,1.0,"1,10 €",False
234584,2021*10*08,11:18,213387.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
234587,2021*10*08,11:19,213388.0,BAGUETTE,1.0,"0,90 €",False
234590,2021*10*08,11:25,213389.0,BAGUETTE,1.0,"0,90 €",False
234591,2021*10*08,11:25,213389.0,BANETTE,1.0,"1,05 €",False
234594,2021*10*08,11:25,213390.0,BAGUETTE,2.0,"0,90 €",False
234597,2021*10*08,11:26,213391.0,BANETTE,2.0,"1,05 €",False
